tempo,deslocamento,velocidade,aceleracao
0.484,0.1902635201129031,0.7731216864571776,1.3474275885347553
0.485,0.19103731512420824,0.7744679469240622,1.345092214014333
0.486,0.19181245522716234,0.7758118686250126,1.3427500589138899
0.487,0.19258893807961142,0.7771534447861957,1.3404011367315107
0.488,0.19336676133263445,0.7784926686472897,1.3380454609919257
0.489,0.1941459226305568,0.7798295334615107,1.3356830452464425
0.49,0.19492641961096385,0.7811640324956397,1.333313903072877
0.491,0.19570824990471458,0.7824961590300483,1.3309380480754882
0.492,0.1964914111359551,0.7838259063587261,1.3285554938849076
0.493,0.1972759009221324,0.7851532677893058,1.3261662541580732
0.494,0.19806171687400786,0.7864782366430909,1.3237703425781593
0.495,0.19884885659567106,0.7878008062550806,1.3213677728545108
0.496,0.19963731768455342,0.7891209699739969,1.3189585587225734
0.497,0.20042709773144193,0.79043872116231,1.3165427139438248
0.498,0.20121819432049298,0.7917540531962646,1.3141202523057074
0.499,0.2020106050292461,0.7930669594659059,1.3116911876215582
0.5,0.20280432742863772,0.7943774333751052,1.3092555337305418
0.501,0.20359935908301513,0.7956854683415862,1.3068133044975805
0.502,0.20439569755015025,0.7969910577969498,1.3043645138132853
0.503,0.20519334038125356,0.7982941951867009,1.3019091755938865
0.504,0.205992285120988,0.799594873970273,1.2994473037811678
0.505,0.2067925293074829,0.8008930876210543,1.2969789123423916
0.506,0.20759407047234804,0.802188829626413,1.2945040152702345
0.507,0.20839690614068745,0.8034820934877227,1.2920226265827153
0.508,0.20920103383111366,0.8047728727203876,1.289534760323127
0.509,0.21000645105576157,0.8060611608538676,1.2870404305599659
0.51,0.2108131553203026,0.807346951431704,1.2845396513868628
0.511,0.21162114412395872,0.808630238011544,1.2820324369225127
0.512,0.21243041495951667,0.8099110141651662,1.2795188013106054
0.513,0.21324096531334202,0.8111892734785053,1.2769987587197555
0.514,0.21405279266539337,0.812465009551677,1.274472323343432
0.515,0.21486589448923651,0.8137382159990029,1.2719395093998884
0.516,0.2156802682520587,0.8150088864490351,1.2694003311320916
0.517,0.21649591141468283,0.8162770145445812,1.2668548028076536
0.518,0.2173128214315818,0.8175425939427287,1.2643029387187592
0.519,0.21813099575089268,0.8188056183148693,1.2617447531820953
0.52,0.21895043181443116,0.8200660813467238,1.2591802605387827
0.521,0.2197711270577058,0.8213239767383662,1.2566094751543022
0.522,0.22059307890993238,0.8225792982042484,1.254032411418427
0.523,0.22141628479404837,0.8238320394732237,1.251449083745148
0.524,0.22224074212672734,0.825082194288572,1.248859506572607
0.525,0.22306644831839328,0.826329756408023,1.246263694363022
0.526,0.22389340077323522,0.8275747196037808,1.2436616616026193
0.527,0.22472159688922158,0.8288170776625478,1.2410534228015593
0.528,0.22555103405811477,0.8300568243855482,1.2384389924938666
0.529,0.22638170966548574,0.8312939535885524,1.235818385237359
0.53,0.2272136210907284,0.8325284591019003,1.233191615613575
0.531,0.22804676570707436,0.8337603347705254,1.230558698227703
0.532,0.22888114088160744,0.8349895744539778,1.227919647708509
0.533,0.22971674397527836,0.8362161720264485,1.2252744787082643
0.534,0.23055357234291934,0.8374401213767924,1.2226232059026763
0.535,0.2313916233332588,0.8386614164085516,1.219965843990812
0.536,0.23223089428893606,0.8398800510399792,1.2173024076950305
0.537,0.23307138254651605,0.8410960192040621,1.2146329117609085
0.538,0.23391308543650405,0.8423093148485443,1.2119573709571683
0.539,0.2347560002833605,0.8435199319359503,1.2092758000756048
0.54,0.23560012440551575,0.8447278644436077,1.206588213931016
0.541,0.2364454551153849,0.8459331063636704,1.2038946273611275
0.542,0.23729198971938262,0.8471356517031415,1.2011950552265196
0.543,0.238139725517938,0.8483354944838961,1.1984895124105588
0.544,0.23898865980550948,0.849532628742704,1.1957780138193201
0.545,0.2398387898705997,0.8507270485312524,1.193060574381518
0.546,0.24069011299577048,0.8519187479161684,1.1903372090484297
0.547,0.24154262645765773,0.8531077209790419,1.1876079327938274
0.548,0.24239632752698645,0.8542939618164475,1.1848727606138998
0.549,0.24325121346858572,0.8554774645399672,1.1821317075271827
0.55,0.24410728154140368,0.856658223276213,1.179384788574484
0.551,0.24496452899852267,0.8578362321668483,1.1766320188188102
0.552,0.24582295308717414,0.8590114853686112,1.1738734133452957
0.553,0.24668255104875392,0.8601839770533353,1.1711089872611253
0.554,0.24754332011883717,0.8613537014079727,1.1683387556954632
0.555,0.24840525752719358,0.8625206526346159,1.1655627337993797
0.556,0.24926836049780254,0.8636848249505188,1.1627809367457747
0.557,0.25013262624886823,0.8648462125881196,1.1599933797293083
0.558,0.2509980519928349,0.8660048097950617,1.1572000779663218
0.559,0.25186463493640215,0.8671606108342158,1.154401046694768
0.56,0.25273237228053985,0.8683136099837013,1.1515963011741355
0.561,0.2536012612205038,0.8694638015369078,1.148785856685374
0.562,0.2544712989458508,0.8706111798025166,1.1459697285308206
0.5630000000000001,0.255342482640454,0.8717557391045219,1.1431479320341262
0.5640000000000001,0.2562148094825181,0.8728974737822522,1.1403204825401807
0.5650000000000001,0.257088276644595,0.8740363781903917,1.1374873954150373
0.5660000000000001,0.2579628812935988,0.8751724466990008,1.1346486860458407
0.5670000000000001,0.25883862059082136,0.876305673693538,1.1318043698407503
0.5680000000000001,0.25971549169194785,0.87743605357488,1.1289544622288656
0.5690000000000001,0.2605934917470719,0.8785635807593433,1.1260989786601532
0.5700000000000001,0.26147261790071125,0.8796882496787047,1.12323793460537
0.5710000000000001,0.2623528672918231,0.8808100547802223,1.1203713455559896
0.5720000000000001,0.2632342370538197,0.8819289905266557,1.1174992270241275
0.5730000000000001,0.26411672431458383,0.8830450513962872,1.1146215945424642
0.5740000000000001,0.26500032619648434,0.8841582318829416,1.1117384636641718
0.5750000000000001,0.26588503981639156,0.8852685264960076,1.1088498499628394
0.5760000000000001,0.26677086228569313,0.8863759297604574,1.1059557690323958
0.577,0.2676577907103095,0.8874804362168673,1.103056236487035
0.578,0.2685458221907093,0.8885820404214378,1.1001512679611425
0.579,0.2694349538219254,0.8896807369460141,1.0972408791092167
0.58,0.2703251826935702,0.8907765203781056,1.0943250856057956
0.581,0.2712165058898515,0.8918693853209065,1.0914039031453804
0.582,0.27210892048958824,0.8929593263933153,1.0884773474423608
0.583,0.27300242356622595,0.8940463382299549,1.085545434230937
0.584,0.27389701218785273,0.8951304154811922,1.082608179265046
0.585,0.27479268341721497,0.8962115528131579,1.0796655983182857
0.586,0.275689434311733,0.897289744907766,1.0767177071838365
0.587,0.276587261923517,0.8983649864627337,1.073764521674388
0.588,0.2774861632993828,0.8994372721916003,1.0708060576220617
0.589,0.27838613548086766,0.9005065968237471,1.0678423308783351
0.59,0.27928717550424614,0.9015729551044166,1.0648733573139642
0.591,0.280189280400546,0.9026363417947314,1.0618991528189088
0.592,0.28109244719556414,0.9036967516717137,1.0589197333022564
0.593,0.28199667290988234,0.9047541795283045,1.055935114692144
0.594,0.2829019545588833,0.9058086201733824,1.052945312935682
0.595,0.28380828915276657,0.9068600684317822,1.0499503439988784
0.596,0.2847156736965646,0.9079085191443147,1.0469502238665624
0.597,0.2856241051901585,0.9089539671677845,1.043944968542307
0.598,0.2865335806282944,0.9099964073750093,1.04093459404835
0.599,0.2874440970005991,0.9110358346548382,1.0379191164255226
0.6,0.2883556512915963,0.9120722439121703,1.0348985517331672
0.601,0.28926824048072264,0.9131056300679737,1.0318729160490625
0.602,0.29018186154234377,0.9141359880593031,1.0288422254693472
0.603,0.2910965114457705,0.9151633128393185,1.0258064961084417
0.604,0.29201218715527477,0.9161875993773037,1.0227657440989704
0.605,0.29292888563010594,0.9172088426586837,1.0197199855916859
0.606,0.29384660382450684,0.9182270376850439,1.016669236755392
0.607,0.29476533868772997,0.919242179474147,1.0136135137768636
0.608,0.29568508716405373,0.9202542630599516,1.0105528328607722
0.609,0.2966058461927985,0.92126328349263,1.007487210229607
0.61,0.2975276127083431,0.9222692358385857,1.0044166621235968
0.611,0.2984503836401407,0.9232721151804714,1.0013412048006347
0.612,0.29937415591273536,0.9242719166172063,0.9982608545361967
0.613,0.30029892644577816,0.925268635263994,0.9951756276232673
0.614,0.30122469215404357,0.92626226625234,0.9920855403722606
